ID,Predicted
0,0.4747911318754927
1,0.459807580444405
2,0.21900169109833958
3,0.2217602471976812
4,0.43760131227759486
5,0.8664644795715643
6,0.3857439316370122
7,0.47481495197684254
8,0.3695332768843842
9,0.8983247413594305
10,0.4881067604392053
11,0.25083120774688744
12,0.42699463647141633
13,0.9004826938613081
14,0.4789756786587403
15,0.4371265742585215
16,0.8542185743761957
17,0.45712206956408435
18,0.9008632263464346
19,0.36741644823664077
20,0.46172936577195095
21,0.4730874099675578
22,0.89675020825347
23,0.4778892850678186
24,0.642529731191551
25,0.473203975020297
26,0.3909004768873558
27,0.8969723175397887
28,0.5793034085940714
29,0.5409810001805125
30,0.4445732099479825
31,0.46344757908559314
32,0.8668603029382431
33,0.5097426271129962
34,0.5035508903465736
35,0.4747911318754927
36,0.40191417221836123
37,0.4307379147913014
38,0.4491390387560238
39,0.4356145266824232
40,0.3945233711754275
41,0.8240003016004249
42,0.5120386327010725
43,0.8696855659127737
44,0.46554920851155623
45,0.5396924223422249
46,0.8762858885672211
47,0.46344757908559314
48,0.45565229973498933
49,0.8988804536666556
50,0.47164605512948965
51,0.4188752439476471
52,0.35689411941342475
53,0.4761375879732748
54,0.8723176338647963
55,0.44921085169409675
56,0.47471875414605935
57,0.4140831739426646
58,0.5547814188430836
59,0.3936730968078791
60,0.6625277674448299
61,0.37008526694862237
62,0.4159828690488927
63,0.5481695320283029
64,0.5170032491094992
65,0.4754137530729644
66,0.8923800668144125
67,0.44980501819647123
68,0.40661843487621896
69,0.5082191977141491
70,0.4271592586501061
71,0.5522426762705308
72,0.8969991373942497
73,0.22416874974997636
74,0.4691375752884349
75,0.4701148087192058
76,0.9008976739681755
77,0.3936658586578223
78,0.2064871604330804
79,0.4402729248800195
80,0.37007587239646306
81,0.44980501819647123
82,0.4477877131899315
83,0.43682280025603987
84,0.21188152784495065
85,0.20161660621548388
86,0.48257528987028564
87,0.5482575967466712
88,0.4522858288963255
89,0.4369608667569546
90,0.20537626196318956
91,0.5193628482398508
92,0.4037717369370668
93,0.534447072002465
94,0.3565046549602268
95,0.6139883439906125
96,0.4743636052830523
97,0.457845289187328
98,0.4692336524434966
99,0.21900169109833958
100,0.8960452978415897
101,0.4462598821849252
102,0.440468452395901
103,0.436723961926501
104,0.506831658618871
105,0.5502784757473299
106,0.22060205836675362
107,0.5299882424182621
108,0.4439803775914156
109,0.46388338314815536
110,0.465063726786542
111,0.5283185305570933
112,0.4223064690723304
113,0.6893121182168741
114,0.43401764156281064
115,0.22884372722737684
116,0.46488547909701466
117,0.45265355849607636
118,0.4694140344754532
119,0.4033550655921949
120,0.47538993012337705
121,0.4522336097253665
122,0.43308531359846314
123,0.509669091095863
124,0.4490288317504114
125,0.8976665651744177
126,0.5276899158003797
127,0.4699945984326237
128,0.43013677334286404
129,0.4369608667569546
130,0.5229476586708913
131,0.5314613945995856
132,0.6297901396231605
133,0.5926554370363253
134,0.8797834939824559
135,0.2556588200323683
136,0.436537452924801
137,0.6321462155386378
138,0.5328688038540195
139,0.4845074305844336
140,0.45811830246119084
141,0.42163227294483513
142,0.5733421732031656
143,0.8814846976240306
144,0.4101956117475238
145,0.3405624467235724
146,0.4417380921524201
147,0.8748820877281162
148,0.4778892850678186
149,0.53824217683305
150,0.4449208577712576
151,0.4629464431189059
152,0.87408430538683
153,0.4602186804342713
154,0.5618069010297686
155,0.8572940366220327
156,0.5484463401045138
157,0.5491364370826748
158,0.5283423346366858
159,0.4633402249482057
160,0.47481495197684254
161,0.36755303958720226
162,0.5415357866083436
163,0.5355373173214453
164,0.17690212734584776
165,0.33338691117180747
166,0.9008976739681755
167,0.455459558259713
168,0.4101956117475238
169,0.50004032156363
170,0.8945999316070231
171,0.5484463401045138
172,0.4774696566535241
173,0.5185543774823108
174,0.45796196799658134
175,0.3475519157051669
176,0.4778892850678186
177,0.4754137530729644
178,0.5554415557856827
179,0.4747911318754927
180,0.4236538981997516
181,0.23104299824938518
182,0.35127332270810635
183,0.5092723490657232
184,0.4714164061082997
185,0.3750229276571563
186,0.47171011008478303
187,0.40253953915430446
188,0.46899361542110307
189,0.1943704251982603
190,0.8671632935658212
191,0.5047483607797981
192,0.3491961996054831
193,0.4505311959028405
194,0.4473627712225193
195,0.4452704205062879
196,0.5329364473239918
197,0.4402729248800195
198,0.8976932249174855
199,0.4833243393027814
200,0.4255708792917207
201,0.45807732291701686
202,0.8891650267414396
203,0.4837546961433613
204,0.4197408520493781
205,0.3996318109496173
206,0.5290815655611717
207,0.4084489905665743
208,0.18958663686933294
209,0.18911760131556596
210,0.49920629628888474
211,0.43956345428515337
212,0.42378226342428116
213,0.5484463401045138
214,0.4140831739426646
215,0.4778892850678186
216,0.8931513880323403
217,0.5162657218021247
218,0.5045050100893503
219,0.6420036364638626
220,0.864943788515063
221,0.5177443190641347
